date,close,change,rsi,deltas,up,down
2014-01-07,48.5,-2.8671,30.738668908510576,48.5,0.0,0.0
2014-01-08,48.7128,0.212856,30.738668908510576,0.21280000000000143,0.0,0.0
2014-01-09,48.15,-0.562856,30.738668908510576,-0.5628000000000029,0.0,0.0
2014-01-10,47.4485,-0.701428,30.738668908510576,-0.7014999999999958,0.0,0.0
2014-01-13,48.1157,0.667142,30.738668908510576,0.667199999999994,0.0,0.0
2014-01-14,48.28,0.164286,30.738668908510576,0.16430000000000433,0.0,0.0
2014-01-15,47.1971,-1.0829,30.738668908510576,-1.0829000000000022,0.0,0.0
2014-01-16,47.3828,0.185714,30.738668908510576,0.1857000000000042,0.0,0.0
2014-01-17,47.1485,-0.234286,34.227360005706544,-0.23430000000000462,0.0,0.0
2014-01-21,46.9585,-0.19,31.91000686244611,-0.18999999999999773,0.0,0.0
2014-01-22,47.6757,0.717143,30.02586517379686,0.7171999999999983,0.0,0.0
2014-01-23,55.5314,7.8557,44.2304334882312,7.855699999999999,0.0,0.0
2014-01-24,55.1542,-0.377142,84.25181519251552,-0.3771999999999949,0.0,0.0
2014-01-27,54.4614,-0.692857,81.06017232886951,-0.6928000000000054,0.0,0.0
2014-01-28,58.1099,3.6486,75.08795051565265,3.6485000000000056,0.0,0.0
2014-01-29,57.2028,-0.907142,82.74080595871588,-0.9070999999999998,0.0,0.0
2014-01-30,57.8099,0.607142,76.09832781916984,0.6070999999999955,0.0,0.0
2014-01-31,58.4757,0.665714,77.48114162076831,0.6658000000000044,0.0,0.0
2014-02-03,57.7685,-0.707142,79.00335222517259,-0.7072000000000003,0.0,0.0
2014-02-04,57.9871,0.218571,73.0118896438407,0.21859999999999502,0.0,0.0
2014-02-05,57.7742,-0.212857,73.71602512531344,-0.21289999999999765,0.0,0.0
2014-02-06,58.2728,0.498571,71.63584247834157,0.49859999999999616,0.0,0.0
2014-02-07,61.4257,3.1529,73.62795724445587,3.1529000000000025,0.0,0.0
2014-02-10,61.4914,0.065714,82.50724064421232,0.06569999999999965,0.0,0.0
2014-02-11,61.9985,0.507142,82.64641620423065,0.5071000000000012,0.0,0.0
2014-02-12,61.2757,-0.722856,83.78431485287021,-0.7227999999999994,0.0,0.0
2014-02-13,62.3642,1.0886,75.69863383586882,1.0884999999999962,0.0,0.0
2014-02-14,62.2157,-0.148571,79.16008570391145,-0.14849999999999852,0.0,0.0
2014-02-18,62.4071,0.191428,77.43961044796845,0.19140000000000157,0.0,0.0
2014-02-19,61.1757,-1.2314,78.13924413409649,-1.2314000000000007,0.0,0.0
2014-02-20,62.1357,0.959999,63.631988961955585,0.9600000000000009,0.0,0.0
2014-02-21,61.7471,-0.388571,68.79398773953275,-0.3885999999999967,0.0,0.0
2014-02-24,63.8571,2.11,64.55538811778948,2.1099999999999994,0.0,0.0
2014-02-25,64.7185,0.861428,74.359404610371,0.8614000000000033,0.0,0.0
2014-02-26,64.1128,-0.605714,77.29026032981045,-0.605700000000013,0.0,0.0
2014-02-27,64.6042,0.491428,70.78796986649824,0.49140000000001294,0.0,0.0
2014-02-28,63.6614,-0.942856,72.90178278766113,-0.9428000000000054,0.0,0.0
2014-03-03,63.6557,-0.005714,62.91875366372651,-0.005699999999997374,0.0,0.0
2014-03-04,64.9971,1.3414,62.859135388699734,1.3414000000000001,0.0,0.0
2014-03-05,64.7857,-0.211428,70.38727523225927,-0.2113999999999976,0.0,0.0
2014-03-06,64.3585,-0.427143,67.90784570853225,-0.42719999999999914,0.0,0.0
2014-03-07,64.0528,-0.305714,62.80019330392939,-0.30570000000000164,0.0,0.0
2014-03-10,62.8499,-1.2029,59.160480989210846,-1.2029000000000067,0.0,0.0
2014-03-11,62.4971,-0.352857,46.929570194326175,-0.3527999999999949,0.0,0.0
2014-03-12,62.3685,-0.128571,43.887762841291284,-0.12860000000000582,0.0,0.0
2014-03-13,61.4371,-0.931428,42.734314621559285,-0.9313999999999965,0.0,0.0
2014-03-14,60.6414,-0.795713,35.09725725168562,-0.7957000000000036,0.0,0.0
2014-03-17,60.3885,-0.252857,29.883202790521366,-0.2528999999999968,0.0,0.0
2014-03-18,60.0357,-0.352857,28.353458304180265,-0.352800000000002,0.0,0.0
2014-03-19,60.0128,-0.022857,26.21337627788978,-0.02289999999999992,0.0,0.0
2014-03-20,60.6099,0.597142,26.067716444855435,0.5971000000000046,0.0,0.0
2014-03-21,57.9985,-2.6114,36.58823246675251,-2.6114000000000033,0.0,0.0
2014-03-24,54.1285,-3.87,21.381644993228804,-3.8699999999999974,0.0,0.0
2014-03-25,52.9771,-1.1514,12.548544133557769,-1.1514000000000024,0.0,0.0
2014-03-26,53.1828,0.205714,11.00297196611831,0.20570000000000022,0.0,0.0
2014-03-27,52.0257,-1.1571,13.186274459414122,-1.1570999999999998,0.0,0.0
2014-03-28,51.2671,-0.75857,11.390041343842825,-0.7586000000000013,0.0,0.0
2014-03-31,50.2899,-0.977142,10.335224140717983,-0.9771999999999963,0.0,0.0
2014-04-01,52.0985,1.8086,9.095230198176267,1.8085999999999984,0.0,0.0
2014-04-02,51.8399,-0.258571,27.496082166459544,-0.2586000000000013,0.0,0.0
2014-04-03,50.6699,-1.17,26.615803695578208,-1.1700000000000017,0.0,0.0
2014-04-04,48.1871,-2.4829,22.835267797672017,-2.4827999999999975,0.0,0.0
2014-04-07,48.2857,0.098571,16.98430962273899,0.09859999999999758,0.0,0.0
2014-04-08,49.8414,1.5557,17.938298438812453,1.5557000000000016,0.0,0.0
2014-04-09,50.4328,0.591428,32.02746229315767,0.5914000000000001,0.0,0.0
2014-04-10,47.8185,-2.6143,36.74593168411292,-2.6143,0.0,0.0
2014-04-11,46.6728,-1.1457,27.20547020104641,-1.145699999999998,0.0,0.0
2014-04-14,47.3685,0.695714,24.07484513268969,0.6956999999999951,0.0,0.0
2014-04-15,46.61,-0.758571,29.689783985399842,-0.758499999999998,0.0,0.0
2014-04-16,47.3442,0.734285,27.184599446393833,0.7342000000000013,0.0,0.0
2014-04-17,49.3914,2.0471,33.401285020415145,2.0471999999999966,0.0,0.0
2014-04-21,49.7842,0.392857,47.64337309972307,0.39280000000000115,0.0,0.0
2014-04-22,53.2714,3.4871,49.98900932423445,3.4872000000000014,0.0,0.0
2014-04-23,50.4999,-2.7714,65.61579958784496,-2.771500000000003,0.0,0.0
2014-04-24,49.1528,-1.3471,51.11012250352807,-1.3470999999999975,0.0,0.0
2014-04-25,46.0114,-3.1414,45.51996470921097,-3.1413999999999973,0.0,0.0
2014-04-28,44.8871,-1.1243,35.245921920519365,-1.1243000000000052,0.0,0.0
2014-04-29,45.6957,0.808571,32.26706379573277,0.8086000000000055,0.0,0.0
2014-04-30,46.0057,0.309999,36.66655026467125,0.30999999999999517,0.0,0.0
2014-05-01,48.0741,2.0684,38.41914646869979,2.068400000000004,0.0,0.0
2014-05-02,48.6642,0.590142,49.14942047669344,0.5900999999999996,0.0,0.0
2014-05-05,49.1971,0.532857,51.883273269669985,0.5328999999999979,0.0,0.0
2014-05-06,46.5985,-2.5986,54.41240802544082,-2.5985999999999976,0.0,0.0
2014-05-07,45.7914,-0.807142,42.08385482384838,-0.8070999999999984,0.0,0.0
2014-05-08,45.9514,0.16,38.95103359172696,0.1599999999999966,0.0,0.0
2014-05-09,46.9357,0.984284,39.963538575479944,0.9842999999999975,0.0,0.0
2014-05-12,49.35,2.4143,46.23295881619678,2.4143000000000043,0.0,0.0
2014-05-13,49.5914,0.241428,58.408312632579445,0.24139999999999873,0.0,0.0
2014-05-14,50.2685,0.677142,59.457526551073514,0.6771000000000029,0.0,0.0
2014-05-15,49.17,-1.0986,62.49059195755375,-1.0985000000000014,0.0,0.0
2014-05-16,49.9828,0.812856,54.87816858473442,0.8127999999999957,0.0,0.0
2014-05-19,52.0714,2.0886,59.092047098253154,2.0885999999999996,0.0,0.0
2014-05-20,53.0957,1.0243,67.89616439226332,1.0243000000000038,0.0,0.0
2014-05-21,55.7999,2.7043,71.35188036424435,2.7042,0.0,0.0
2014-05-22,55.9714,0.171429,78.3753272658452,0.17150000000000176,0.0,0.0
2014-05-23,57.4785,1.5071,78.75270749949274,1.507099999999994,0.0,0.0
2014-05-27,56.9728,-0.505714,81.92241844752051,-0.5056999999999974,0.0,0.0
2014-05-28,57.3199,0.347143,77.48926794962611,0.3470999999999975,0.0,0.0
2014-05-29,59.3142,1.9943,78.40599144455697,1.9943000000000026,0.0,0.0
2014-05-30,59.6899,0.375714,82.96164285156323,0.3757000000000019,0.0,0.0
2014-06-02,60.2942,0.604285,83.70194959998045,0.604299999999995,0.0,0.0
2014-06-03,59.6528,-0.641428,84.90733597471493,-0.6413999999999973,0.0,0.0
2014-06-04,60.4585,0.805714,77.91666260409201,0.8057000000000016,0.0,0.0
2014-06-05,61.1928,0.734285,80.25090492818028,0.7342999999999975,0.0,0.0
2014-06-06,61.4471,0.254285,82.20950171334717,0.25430000000000064,0.0,0.0
2014-06-09,60.4414,-1.0057,82.88141575058086,-1.0056999999999974,0.0,0.0
2014-06-10,61.1842,0.742857,70.79570567385989,0.7427999999999955,0.0,0.0
2014-06-11,61.4285,0.244285,73.99661658856198,0.24430000000000263,0.0,0.0
2014-06-12,60.3499,-1.0786,75.0253658423793,-1.0786000000000016,0.0,0.0
2014-06-13,61.1014,0.751427,62.54019553533436,0.7515000000000001,0.0,0.0
2014-06-16,61.4657,0.364286,66.92281014332508,0.36430000000000007,0.0,0.0
2014-06-17,63.3785,1.9129,68.93638336010007,1.9128000000000043,0.0,0.0
2014-06-18,64.0971,0.718571,77.24820505048038,0.718599999999995,0.0,0.0
2014-06-19,63.0557,-1.0414,79.5924570014217,-1.0413999999999959,0.0,0.0
2014-06-20,62.8828,-0.172857,67.98946302953684,-0.1728999999999985,0.0,0.0
2014-06-23,62.7885,-0.094285,66.15987144985698,-0.09430000000000405,0.0,0.0
2014-06-24,62.3371,-0.451428,65.06835582833062,-0.4513999999999996,0.0,0.0
2014-06-25,63.4585,1.1214,59.68061806185245,1.1214000000000013,0.0,0.0
2014-06-26,62.8014,-0.657142,67.35462638220386,-0.6570999999999998,0.0,0.0
2014-06-27,63.1542,0.352857,59.73975679076748,0.352800000000002,0.0,0.0
2014-06-30,62.9428,-0.211429,62.35174577183937,-0.2114000000000047,0.0,0.0
2014-07-01,67.5856,4.6429,59.69944363355704,4.642800000000001,0.0,0.0
2014-07-02,66.6771,-0.908571,80.50812862273044,-0.9085000000000036,0.0,0.0
2014-07-03,67.4785,0.801428,72.17373061737268,0.801400000000001,0.0,0.0
2014-07-07,65.8028,-1.6757,74.80325133069658,-1.675699999999992,0.0,0.0
2014-07-08,63.5785,-2.2243,61.02347285579365,-2.2243000000000066,0.0,0.0
2014-07-09,63.2857,-0.292857,47.69492176992586,-0.2927999999999997,0.0,0.0
2014-07-10,62.6499,-0.635714,46.17728239457391,-0.6357999999999961,0.0,0.0
2014-07-11,62.8514,0.201429,42.79876762038959,0.2014999999999958,0.0,0.0
2014-07-14,64.6542,1.8029,44.27514892261251,1.8028000000000048,0.0,0.0
2014-07-15,64.1556,-0.498585,55.91453694727144,-0.49859999999999616,0.0,0.0
2014-07-16,63.4914,-0.664285,52.45193730136338,-0.6642000000000081,0.0,0.0
2014-07-17,62.7657,-0.725713,47.932210447498065,-0.7256999999999962,0.0,0.0
2014-07-18,63.4528,0.687142,43.27631389743076,0.6871000000000009,0.0,0.0
2014-07-21,64.5642,1.1114,48.671517382887764,1.1113999999999962,0.0,0.0
2014-07-22,61.5842,-2.98,56.34651349974002,-2.979999999999997,0.0,0.0
2014-07-23,61.1285,-0.455714,38.6410730377893,-0.4557000000000002,0.0,0.0
2014-07-24,60.7685,-0.359999,36.62948715833168,-0.35999999999999943,0.0,0.0
2014-07-25,60.2657,-0.502857,34.98521096786402,-0.5028000000000006,0.0,0.0
2014-07-28,60.6657,0.4,32.64580062054711,0.3999999999999986,0.0,0.0
2014-07-29,60.6114,-0.054286,36.50560032856929,-0.054299999999997794,0.0,0.0
2014-07-30,62.0514,1.44,36.1839853347778,1.4399999999999977,0.0,0.0
2014-07-31,60.3885,-1.6629,49.635419988809716,-1.6629000000000005,0.0,0.0
2014-08-01,60.7714,0.382857,38.83271977017167,0.38289999999999935,0.0,0.0
2014-08-04,60.3857,-0.385714,42.14584306662813,-0.38569999999999993,0.0,0.0
2014-08-05,60.4071,0.021428,39.671725806203106,0.021399999999999864,0.0,0.0
2014-08-06,61.4714,1.0643,39.89574176449872,1.064300000000003,0.0,0.0
2014-08-07,64.2385,2.7671,50.35911948752083,2.7670999999999992,0.0,0.0
2014-08-08,63.6928,-0.545714,67.28281827676534,-0.5457000000000036,0.0,0.0
2014-08-11,64.5057,0.812857,62.48171610538924,0.8129000000000062,0.0,0.0
2014-08-12,63.7728,-0.732857,66.54551430003622,-0.7329000000000079,0.0,0.0
2014-08-13,64.5042,0.731428,59.86431782881592,0.7314000000000007,0.0,0.0
2014-08-14,64.4099,-0.094285,63.988356146739825,-0.09430000000000405,0.0,0.0
2014-08-15,65.5842,1.1743,63.03417444712911,1.1743000000000023,0.0,0.0
2014-08-18,66.5714,0.987142,69.50656703932339,0.9872000000000014,0.0,0.0
2014-08-19,66.8785,0.307143,73.89734644123206,0.3071000000000055,0.0,0.0
2014-08-20,67.4556,0.577142,75.16875945854859,0.5771000000000015,0.0,0.0
2014-08-21,67.4356,-0.02,77.52017275113354,-0.020000000000010232,0.0,0.0
2014-08-22,68.4556,1.02,77.23053254755386,1.0200000000000102,0.0,0.0
2014-08-25,68.7042,0.248571,81.3023882012422,0.24859999999999616,0.0,0.0
2014-08-26,68.4799,-0.224285,82.18946009718955,-0.2242999999999995,0.0,0.0
2014-08-27,67.8142,-0.665714,78.35603611033088,-0.6657000000000011,0.0,0.0
2014-08-28,67.8871,0.072857,67.65235726270964,0.07290000000000418,0.0,0.0
2014-08-29,68.2342,0.347142,68.19575920513739,0.3470999999999975,0.0,0.0
2014-09-02,68.0856,-0.148571,70.8612505770695,-0.14860000000000184,0.0,0.0
2014-09-03,68.1985,0.112857,68.07081481249324,0.11289999999999623,0.0,0.0
2014-09-04,67.5242,-0.674285,69.12626746678463,-0.6743000000000023,0.0,0.0
2014-09-05,67.9542,0.43,56.396749981861944,0.4300000000000068,0.0,0.0
2014-09-08,68.4756,0.521428,61.55629047941235,0.5213999999999999,0.0,0.0
2014-09-09,68.4299,-0.045714,66.97239553036741,-0.04569999999999652,0.0,0.0
2014-09-10,69.1985,0.76857,66.04017887993835,0.7685999999999922,0.0,0.0
2014-09-11,68.7942,-0.404285,73.20624427764213,-0.4042999999999921,0.0,0.0
2014-09-12,68.0785,-0.715714,64.9650307224461,-0.7156999999999982,0.0,0.0
2014-09-15,65.3928,-2.6857,52.913247993097585,-2.6857000000000113,0.0,0.0
2014-09-16,65.2728,-0.12,29.468679177969676,-0.11999999999999034,0.0,0.0
2014-09-17,64.9328,-0.34,28.816694066207035,-0.3400000000000034,0.0,0.0
2014-09-18,65.5728,0.64,26.89022904732316,0.6400000000000006,0.0,0.0
2014-09-19,65.3599,-0.212857,36.08262839457995,-0.21290000000000475,0.0,0.0
2014-09-22,63.2542,-2.1057,34.43683035375486,-2.105699999999999,0.0,0.0
2014-09-23,63.4142,0.16,22.720408183511836,0.1600000000000037,0.0,0.0
2014-09-24,64.3657,0.951428,24.938127937633766,0.9515000000000029,0.0,0.0
2014-09-25,63.3557,-1.01,37.188019050636555,-1.0100000000000051,0.0,0.0
2014-09-26,64.1071,0.751428,31.04192886653169,0.7514000000000038,0.0,0.0
2014-09-29,64.2228,0.115714,39.53831218162023,0.11570000000000391,0.0,0.0
2014-09-30,64.4542,0.231428,40.82153816479843,0.2313999999999936,0.0,0.0
2014-10-01,62.6857,-1.7686,43.55954980466037,-1.768500000000003,0.0,0.0
2014-10-02,64.2828,1.5971,31.023348563948858,1.5970999999999975,0.0,0.0
2014-10-03,65.6485,1.3657,46.818886890035365,1.365700000000004,0.0,0.0
2014-10-06,66.2114,0.562856,56.54404681160378,0.5628999999999991,0.0,0.0
2014-10-07,65.1785,-1.0329,59.99023702401524,-1.032899999999998,0.0,0.0
2014-10-08,66.6942,1.5157,51.435513665668076,1.5156999999999954,0.0,0.0
2014-10-09,65.9456,-0.748571,60.80825989917739,-0.7485999999999962,0.0,0.0
2014-10-10,64.5828,-1.3629,54.83492322432617,-1.362799999999993,0.0,0.0
2014-10-13,62.6542,-1.9286,45.52889317451127,-1.928600000000003,0.0,0.0
2014-10-14,64.1599,1.5057,35.72409666737967,1.5056999999999903,0.0,0.0
2014-10-15,64.0842,-0.075714,46.08403378711687,-0.07569999999999766,0.0,0.0
2014-10-16,51.6714,-12.4128,45.6610878359971,-12.412799999999997,0.0,0.0
2014-10-17,51.0128,-0.658571,16.789817943536406,-0.6585999999999999,0.0,0.0
2014-10-20,51.3171,0.304286,16.169875871550886,0.3043000000000049,0.0,0.0
2014-10-21,52.2842,0.967141,17.773085936239553,0.967099999999995,0.0,0.0
2014-10-22,53.5214,1.2371,23.11425033004562,1.2372000000000014,0.0,0.0
2014-10-23,54.7199,1.1986,29.78197309918673,1.1985000000000028,0.0,0.0
2014-10-24,55.0028,0.282857,35.934032028762076,0.28289999999999793,0.0,0.0
2014-10-27,54.1999,-0.802856,37.412939570998034,-0.8029000000000011,0.0,0.0
2014-10-28,55.1742,0.974285,34.80656142251431,0.9742999999999995,0.0,0.0
2014-10-29,54.0142,-1.16,40.550431477933714,-1.1599999999999966,0.0,0.0
2014-10-30,54.1442,0.13,36.20946219742722,0.12999999999999545,0.0,0.0
2014-10-31,56.1099,1.9657,37.07226322819425,1.9657000000000053,0.0,0.0
2014-11-03,55.4871,-0.622857,48.99404365624858,-0.6228000000000051,0.0,0.0
2014-11-04,54.6828,-0.804285,45.848557746667346,-0.8042999999999978,0.0,0.0
2014-11-05,54.3399,-0.342856,41.880567603062474,-0.3429000000000002,0.0,0.0
2014-11-06,54.7571,0.417142,40.18617027464184,0.4172000000000011,0.0,0.0
2014-11-07,54.8799,0.122857,43.371829674679226,0.12279999999999802,0.0,0.0
2014-11-10,55.3242,0.444285,44.36911997444714,0.44429999999999836,0.0,0.0
2014-11-11,54.6499,-0.674285,48.14350269520747,-0.6742999999999952,0.0,0.0
2014-11-12,54.8371,0.187143,43.07448409768576,0.18719999999999715,0.0,0.0
2014-11-13,54.2014,-0.635714,44.914188253675555,-0.6356999999999999,0.0,0.0
2014-11-14,55.1485,0.947142,39.90724266696513,0.9470999999999989,0.0,0.0
2014-11-17,54.4485,-0.699999,49.49410803991916,-0.6999999999999957,0.0,0.0
2014-11-18,54.4328,-0.015714,43.616750931493605,-0.01570000000000249,0.0,0.0
2014-11-19,51.8714,-2.5614,43.48427344745647,-2.561399999999999,0.0,0.0
2014-11-20,52.5914,0.719999,27.77108748780286,0.7199999999999989,0.0,0.0
2014-11-21,51.4685,-1.1229,35.28371794025091,-1.1229000000000013,0.0,0.0
2014-11-24,50.9242,-0.544285,29.76553838229796,-0.5442999999999998,0.0,0.0
2014-11-25,49.8557,-1.0686,27.392371142151603,-1.0685000000000002,0.0,0.0
2014-11-26,50.1657,0.31,23.235655771581975,0.3100000000000023,0.0,0.0
2014-11-28,49.5128,-0.652856,26.912717700103045,-0.6529000000000025,0.0,0.0
2014-12-01,48.83,-0.682857,24.130705257888096,-0.6828000000000003,0.0,0.0
2014-12-02,50.3299,1.5,21.476854479791413,1.4999000000000038,0.0,0.0
2014-12-03,50.7314,0.401428,38.46610838671471,0.40149999999999864,0.0,0.0
2014-12-04,50.0857,-0.645714,42.285299692258945,-0.6456999999999979,0.0,0.0
2014-12-05,50.1314,0.045714,37.9547085830102,0.04569999999999652,0.0,0.0
2014-12-08,48.4971,-1.6343,38.4646070584746,-1.634299999999996,0.0,0.0
2014-12-09,49.1114,0.614285,28.795705946858774,0.6143000000000001,0.0,0.0
2014-12-10,47.76,-1.3514,35.735073777528015,-1.3514000000000053,0.0,0.0
2014-12-11,47.8042,0.044286,28.702173495121002,0.04420000000000357,0.0,0.0
2014-12-12,47.7828,-0.021429,29.223849906877504,-0.021399999999999864,0.0,0.0
2014-12-15,46.72,-1.0629,29.106079542895245,-1.0628000000000029,0.0,0.0
2014-12-16,45.2057,-1.5143,23.693439478901297,-1.5142999999999986,0.0,0.0
2014-12-17,47.6642,2.4586,18.186736298828905,2.458500000000001,0.0,0.0
2014-12-18,47.7742,0.11,42.83798762466232,0.10999999999999943,0.0,0.0
2014-12-19,48.5885,0.814285,43.70530781251285,0.8143000000000029,0.0,0.0
2014-12-22,48.0971,-0.491428,50.10951492528564,-0.49140000000000583,0.0,0.0
2014-12-23,48.0614,-0.035714,46.46375836629909,-0.03569999999999851,0.0,0.0
2014-12-24,48.8714,0.809999,46.184673754495975,0.8100000000000023,0.0,0.0
2014-12-26,48.5785,-0.292857,53.43444457270022,-0.29290000000000305,0.0,0.0
2014-12-29,48.8471,0.268571,50.61686237596338,0.2685999999999993,0.0,0.0
2014-12-30,49.0328,0.185714,53.20309666125624,0.1857000000000042,0.0,0.0
2014-12-31,48.8014,-0.231428,55.06291923945182,-0.23140000000000072,0.0,0.0
2015-01-02,49.8485,1.0471,52.11329856813054,1.0471000000000004,0.0,0.0
2015-01-05,47.3114,-2.5371,62.50046373201941,-2.5371000000000024,0.0,0.0
2015-01-06,46.5014,-0.809999,39.04685934175904,-0.8100000000000023,0.0,0.0
2015-01-07,46.7428,0.241428,34.34443729162058,0.24140000000000583,0.0,0.0
2015-01-08,47.7792,1.0364,36.93170683338296,1.0364000000000004,0.0,0.0
2015-01-09,47.0414,-0.737856,47.14937886296464,-0.7378,0.0,0.0
2015-01-12,45.5471,-1.4943,41.65806653331725,-1.4943000000000026,0.0,0.0
2015-01-13,46.2557,0.708571,32.81294971198241,0.708599999999997,0.0,0.0
2015-01-14,46.32,0.064286,39.74605040991933,0.06430000000000291,0.0,0.0
2015-01-15,46.2514,-0.068572,40.383917716281395,-0.06860000000000355,0.0,0.0
2015-01-16,48.1914,1.94,39.86939233951047,1.9400000000000048,0.0,0.0
2015-01-20,49.8285,1.6371,57.41309592314583,1.6370999999999967,0.0,0.0
2015-01-21,58.4685,8.64,66.76477739287886,8.64,0.0,0.0
2015-01-22,61.2057,2.7371,85.70205863364507,2.7372000000000014,0.0,0.0
2015-01-23,62.4935,1.2879,88.147222820848,1.2877999999999972,0.0,0.0
2015-01-26,63.7942,1.3007,89.14545078550488,1.300699999999999,0.0,0.0
2015-01-27,64.8814,1.0871,90.1071070512189,1.0872000000000028,0.0,0.0
2015-01-28,63.2085,-1.6729,90.87896355355917,-1.6728999999999985,0.0,0.0
2015-01-29,63.3999,0.191429,79.91352561665323,0.19140000000000157,0.0,0.0
2015-01-30,63.1142,-0.285714,80.2255557940564,-0.2857000000000056,0.0,0.0
2015-02-02,63.0092,-0.105,78.15463560035114,-0.10499999999999687,0.0,0.0
2015-02-03,65.2742,2.265,77.31638878071927,2.2649999999999935,0.0,0.0
2015-02-04,64.1014,-1.1729,82.06001189737647,-1.1727999999999952,0.0,0.0
2015-02-05,64.1299,0.028572,73.02267547535297,0.028500000000008185,0.0,0.0
2015-02-06,63.4799,-0.649999,73.10513670700325,-0.6500000000000057,0.0,0.0
2015-02-09,63.2949,-0.185,67.7230413472089,-0.18500000000000227,0.0,0.0
2015-02-10,64.8499,1.555,66.13919379272744,1.5550000000000068,0.0,0.0
2015-02-11,64.9842,0.134286,72.3508723115979,0.1342999999999961,0.0,0.0
2015-02-12,65.2471,0.262857,72.84256385074889,0.2629000000000019,0.0,0.0
2015-02-13,66.5856,1.3386,73.88161833557052,1.3384999999999962,0.0,0.0
2015-02-17,67.1371,0.551428,78.63834029905097,0.5515000000000043,0.0,0.0
2015-02-18,67.8656,0.72857,80.32528159345424,0.7284999999999968,0.0,0.0
2015-02-19,67.7999,-0.065714,82.4214339216804,-0.06570000000000675,0.0,0.0
2015-02-20,68.3142,0.514285,81.52609080582852,0.5143000000000058,0.0,0.0
2015-02-23,67.4056,-0.90857,83.16206367410712,-0.9085999999999927,0.0,0.0
2015-02-24,67.8399,0.434285,70.54816109692264,0.43429999999999325,0.0,0.0
2015-02-25,68.3328,0.492857,72.80174455620345,0.4929000000000059,0.0,0.0
2015-02-26,69.0042,0.671428,75.2572826243362,0.6713999999999913,0.0,0.0
2015-02-27,67.8442,-1.16,78.30660667853803,-1.1599999999999966,0.0,0.0
2015-03-02,68.6071,0.762856,62.98104116423602,0.7629000000000019,0.0,0.0
2015-03-03,67.8156,-0.791428,67.72804805879218,-0.7914999999999992,0.0,0.0
2015-03-04,67.1099,-0.705713,58.7896922072365,-0.7057000000000073,0.0,0.0
2015-03-05,66.8071,-0.302857,51.820261066947836,-0.30279999999999063,0.0,0.0
2015-03-06,64.8742,-1.9329,48.972832647706824,-1.9329000000000036,0.0,0.0
2015-03-09,63.6614,-1.2129,34.960865480407165,-1.2128000000000014,0.0,0.0
2015-03-10,62.1514,-1.51,29.008646403772175,-1.509999999999998,0.0,0.0
2015-03-11,62.8842,0.732857,23.35194044073853,0.7327999999999975,0.0,0.0
2015-03-12,64.0456,1.1614,30.833096491418686,1.1613999999999933,0.0,0.0
2015-03-13,62.6285,-1.4171,41.22336551644925,-1.4170999999999907,0.0,0.0
